	Prot_ID	dN	dS	pN	pS	MsaLen
6951	ENSP00000344503	0	7	26	20	2154
6952	ENSP00000342012	24	15	20	20	1872
6953	ENSP00000349305	21	14	0	0	6915
6954	ENSP00000346478	5	8	13	37	3192
6955	ENSP00000349208	3	1	38	21	3075
6956	ENSP00000340943	6	4	0	0	1314
6957	ENSP00000344129	7	3	55	32	1704
6958	ENSP00000343290	0	3	0	0	1029
6959	ENSP00000345064	1	8	44	32	2493
6960	ENSP00000344352	0	1	0	0	543
6961	ENSP00000342848	0	0	0	0	2196
6962	ENSP00000343635	6	6	85	30	1368
6963	ENSP00000348416	0	3	0	0	5340
6964	ENSP00000342974	0	3	11	14	1803
6965	ENSP00000340578	0	0	0	0	1107
6966	ENSP00000346901	4	6	0	0	1596
6967	ENSP00000348645	13	11	13	5	4446
6968	ENSP00000348772	6	15	0	0	3930
6969	ENSP00000343657	5	4	12	7	1695
6970	ENSP00000341914	0	3	11	10	2538
6971	ENSP00000343204	1	9	37	38	3462
6972	ENSP00000341489	0	6	20	17	2208
6973	ENSP00000341071	0	6	0	0	1773
6974	ENSP00000349078	0	3	0	0	1317
6975	ENSP00000341551	0	4	0	0	1656
6976	ENSP00000346280	2	9	0	0	1623
6977	ENSP00000348064	6	5	3	3	1167
6978	ENSP00000346879	1	1	0	0	1203
6979	ENSP00000346627	0	1	7	4	945
6980	ENSP00000348886	0	3	0	0	1083
6981	ENSP00000343891	8	8	3	2	3156
6982	ENSP00000343172	6	0	0	0	690
6983	ENSP00000340176	0	0	0	1	657
6984	ENSP00000348019	1	1	25	7	1557
6985	ENSP00000340811	3	7	28	20	819
6986	ENSP00000349156	0	3	3	2	939
6987	ENSP00000343690	0	9	0	0	2091
6988	ENSP00000341662	2	6	72	23	1440
6989	ENSP00000348215	2	13	0	0	3531
6990	ENSP00000340935	12	6	46	16	1539
6991	ENSP00000347836	0	1	0	4	549
6992	ENSP00000343331	2	7	31	8	1701
6993	ENSP00000343140	4	11	127	52	6810
6994	ENSP00000349313	5	0	0	0	912
6995	ENSP00000340988	4	2	19	11	990
6996	ENSP00000344609	2	1	12	7	888
6997	ENSP00000347710	3	4	9	7	2646
6998	ENSP00000344299	0	1	0	0	1287
6999	ENSP00000347591	0	3	0	0	1401
7000	ENSP00000347134	11	8	27	22	1851
7001	ENSP00000343741	8	10	81	73	8067
7002	ENSP00000342626	3	4	0	0	1776
7003	ENSP00000340998	3	5	26	17	1884
7004	ENSP00000345681	0	3	16	19	1440
7005	ENSP00000341083	3	5	31	37	3141
7006	ENSP00000349588	21	27	125	69	12054
7007	ENSP00000345192	0	7	1	0	1494
7008	ENSP00000340989	0	2	12	3	744
7009	ENSP00000346725	4	15	27	12	1764
7010	ENSP00000344446	11	7	87	42	4293
7011	ENSP00000340220	0	4	18	17	1368
7012	ENSP00000349204	1	2	4	5	375
7013	ENSP00000341351	1	7	34	29	2826
7014	ENSP00000347915	3	6	50	27	2004
7015	ENSP00000344223	2	10	66	35	3162
7016	ENSP00000345702	0	4	7	12	1041
7017	ENSP00000348708	0	3	21	20	3891
7018	ENSP00000345001	1	12	0	0	1950
7019	ENSP00000356000	1	17	114	83	5865
7020	ENSP00000352678	2	2	35	36	2358
7021	ENSP00000359532	1	3	42	26	1254
7022	ENSP00000357008	3	6	30	13	975
7023	ENSP00000355374	3	2	10	9	1680
7024	ENSP00000358327	1	5	1	2	1275
7025	ENSP00000359765	2	8	0	0	4602
7026	ENSP00000356988	5	2	29	6	987
7027	ENSP00000358423	0	1	5	8	1200
7028	ENSP00000356172	1	2	29	23	1869
7029	ENSP00000356940	2	7	27	20	1839
7030	ENSP00000356807	0	1	3	10	828
7031	ENSP00000358802	2	8	0	0	2079
7032	ENSP00000353422	11	12	0	0	9525
7033	ENSP00000354536	3	12	13	4	4065
7034	ENSP00000356634	8	9	73	27	5373
7035	ENSP00000358810	0	12	2	1	2631
7036	ENSP00000356733	10	2	28	22	2583
7037	ENSP00000351342	2	4	17	7	1722
7038	ENSP00000358059	4	2	17	18	1188
7039	ENSP00000357552	2	1	22	14	1752
7040	ENSP00000354694	4	0	22	10	1500
7041	ENSP00000357858	0	2	5	6	984
7042	ENSP00000356587	1	1	19	11	1368
7043	ENSP00000355155	6	19	76	54	3459
7044	ENSP00000358107	6	4	22	14	1011
7045	ENSP00000356429	0	0	16	6	627
7046	ENSP00000354566	1	2	13	12	621
7047	ENSP00000352185	2	14	45	54	3399
7048	ENSP00000356912	1	1	27	7	783
7049	ENSP00000356621	2	11	61	35	3861
7050	ENSP00000359609	0	4	30	13	1620
7051	ENSP00000358515	1	4	39	21	1698
7052	ENSP00000356791	0	1	35	9	603
7053	ENSP00000354813	52	140	0	0	1809
7054	ENSP00000352572	54	48	390	182	10008
7055	ENSP00000356357	0	0	4	3	1218
7056	ENSP00000354645	2	4	43	15	1575
7057	ENSP00000356782	2	1	0	0	1383
7058	ENSP00000355904	0	9	0	1	1446
7059	ENSP00000357693	1	0	9	6	390
7060	ENSP00000351671	1	2	3	1	288
7061	ENSP00000358956	1	0	21	2	960
7062	ENSP00000358955	6	8	45	38	3039
7063	ENSP00000359904	2	4	3	0	777
7064	ENSP00000358783	0	9	46	30	999
7065	ENSP00000350549	0	4	19	5	1209
7066	ENSP00000351539	1	4	15	23	1593
7067	ENSP00000351040	0	2	41	11	1149
7068	ENSP00000355470	8	7	53	21	2175
7069	ENSP00000356545	0	22	0	0	6939
7070	ENSP00000359219	4	2	30	8	912
7071	ENSP00000352941	1	2	35	26	1494
7072	ENSP00000356465	0	2	6	2	708
7073	ENSP00000354543	1	4	44	24	2370
7074	ENSP00000350552	0	5	2	0	2262
7075	ENSP00000357226	4	2	0	0	753
7076	ENSP00000357914	2	3	24	11	1344
7077	ENSP00000351416	0	7	50	89	7881
7078	ENSP00000354504	2	12	0	0	4077
7079	ENSP00000357901	1	1	2	0	888
7080	ENSP00000352138	1	5	3	2	2271
7081	ENSP00000351727	9	3	31	11	1245
7082	ENSP00000358089	0	2	6	11	1344
7083	ENSP00000355512	0	3	9	4	1224
7084	ENSP00000350815	5	5	0	0	2964
7085	ENSP00000359890	1	4	0	0	1116
7086	ENSP00000356256	1	1	6	2	513
7087	ENSP00000359498	20	4	7	9	768
7088	ENSP00000350386	3	1	14	7	1959
7089	ENSP00000358695	0	0	31	13	1563
7090	ENSP00000354511	0	4	22	14	813
7091	ENSP00000357150	2	5	11	7	999
7092	ENSP00000355082	0	8	32	20	3405
7093	ENSP00000356432	1	7	38	13	2298
7094	ENSP00000354607	2	2	17	25	1755
7095	ENSP00000351790	8	12	0	0	3984
7096	ENSP00000355645	0	4	4	11	1131
7097	ENSP00000354677	0	4	13	7	561
7098	ENSP00000351682	8	7	46	26	1602
7099	ENSP00000357804	5	2	14	3	720
7100	ENSP00000354040	1	4	34	22	2124
7101	ENSP00000356708	2	3	23	22	816
7102	ENSP00000352936	15	12	15	8	3282
7103	ENSP00000354855	1	5	13	28	2373
7104	ENSP00000351052	3	4	21	8	1656
7105	ENSP00000352927	8	25	0	0	6045
7106	ENSP00000358283	3	2	50	24	2400
7107	ENSP00000359699	1	5	25	11	1083
7108	ENSP00000356202	6	2	14	14	1140
7109	ENSP00000354152	3	5	12	7	1263
7110	ENSP00000358062	23	19	0	0	6408
7111	ENSP00000357679	0	1	5	1	831
7112	ENSP00000355325	0	3	7	3	813
7113	ENSP00000353377	9	5	21	2	1563
7114	ENSP00000358674	0	0	0	2	717
7115	ENSP00000350199	0	4	0	2	2934
7116	ENSP00000359634	0	2	0	2	501
7117	ENSP00000356169	0	0	13	5	1428
7118	ENSP00000358099	1	0	0	0	579
7119	ENSP00000356102	4	7	0	0	2688
7120	ENSP00000357594	4	0	18	5	945
7121	ENSP00000353132	2	1	0	0	1143
7122	ENSP00000356058	1	6	25	12	1218
7123	ENSP00000354255	6	14	155	99	2268
7124	ENSP00000356263	4	2	3	0	1323
7125	ENSP00000350260	1	1	10	1	594
7126	ENSP00000358072	0	0	0	0	825
7127	ENSP00000356820	0	1	4	3	381
7128	ENSP00000354721	9	19	69	49	2103
7129	ENSP00000351732	8	11	85	43	2718
7130	ENSP00000353732	0	2	16	32	1641
7131	ENSP00000355028	12	2	66	34	3630
7132	ENSP00000356574	6	3	36	24	2463
7133	ENSP00000355752	0	0	3	0	423
7134	ENSP00000355499	7	8	57	23	2232
7135	ENSP00000350630	7	10	75	39	3114
7136	ENSP00000352011	7	25	0	0	7146
7137	ENSP00000355889	4	14	68	32	3036
7138	ENSP00000352785	10	18	9	3	3240
7139	ENSP00000352833	2	2	46	13	2421
7140	ENSP00000357079	2	5	10	2	1653
7141	ENSP00000357796	9	2	50	10	2736
7142	ENSP00000356110	0	2	6	11	954
7143	ENSP00000353030	5	30	117	109	5799
7144	ENSP00000356729	1	4	49	17	1596
7145	ENSP00000354859	0	3	0	2	1497
7146	ENSP00000354251	0	10	0	0	3402
7147	ENSP00000357149	11	3	9	2	1212
7148	ENSP00000352626	11	2	44	12	999
7149	ENSP00000354206	1	4	28	25	2166
7150	ENSP00000359240	2	8	0	0	2007
7151	ENSP00000353824	0	1	12	22	1491
7152	ENSP00000356529	0	2	25	6	642
7153	ENSP00000356425	0	0	2	4	1302
7154	ENSP00000356375	0	4	32	25	2727
7155	ENSP00000354681	4	11	0	0	3057
7156	ENSP00000353508	9	9	55	28	5481
7157	ENSP00000353650	2	0	5	2	420
7158	ENSP00000355133	0	6	1	1	2346
7159	ENSP00000350757	0	3	0	3	480
7160	ENSP00000357812	4	3	0	0	1866
7161	ENSP00000356379	21	11	226	72	10431
7162	ENSP00000355605	1	9	23	22	2184
7163	ENSP00000350934	3	1	1	2	1878
7164	ENSP00000354686	1	3	16	6	1848
7165	ENSP00000357342	1	10	68	30	2322
7166	ENSP00000358098	2	1	8	4	432
7167	ENSP00000356001	0	0	10	1	600
7168	ENSP00000356124	0	5	0	0	1143
7169	ENSP00000357080	3	4	13	13	1296
7170	ENSP00000357022	6	6	0	0	1005
7171	ENSP00000354573	17	34	0	0	22953
7172	ENSP00000356475	7	13	50	27	5076
7173	ENSP00000356113	4	4	49	43	1659
7174	ENSP00000356579	14	16	146	59	9444
7175	ENSP00000357764	3	0	28	3	750
7176	ENSP00000356416	1	4	0	0	1614
7177	ENSP00000359285	13	9	48	49	2184
7178	ENSP00000353259	13	1	18	7	897
7179	ENSP00000357637	0	0	0	0	2001
7180	ENSP00000358081	5	2	55	37	1743
7181	ENSP00000359022	7	1	10	8	810
7182	ENSP00000358894	0	7	10	41	2643
7183	ENSP00000351314	0	4	14	5	819
7184	ENSP00000359571	1	3	1	1	1083
7185	ENSP00000351631	1	2	13	11	1017
7186	ENSP00000354207	2	13	0	0	2745
7187	ENSP00000357057	1	2	35	15	1194
7188	ENSP00000358262	6	7	8	8	2892
7189	ENSP00000354571	0	4	13	10	981
7190	ENSP00000350071	3	2	3	7	2562
7191	ENSP00000356515	19	26	201	102	10299
7192	ENSP00000357178	3	8	105	73	3891
7193	ENSP00000357660	4	2	28	9	702
7194	ENSP00000359245	9	26	117	40	6954
7195	ENSP00000355279	0	0	2	2	855
7196	ENSP00000355437	6	7	34	24	1548
7197	ENSP00000357909	4	3	44	29	2940
7198	ENSP00000350949	0	0	0	0	1419
7199	ENSP00000355944	2	1	26	13	843
7200	ENSP00000354580	3	2	5	3	939
7201	ENSP00000354896	0	9	0	0	3642
7202	ENSP00000355077	1	3	16	7	1038
7203	ENSP00000353922	0	5	0	0	2424
7204	ENSP00000358183	1	1	6	5	804
7205	ENSP00000350162	19	7	104	31	4677
7206	ENSP00000357206	19	10	109	40	4902
7207	ENSP00000354519	3	3	60	31	3483
7208	ENSP00000355996	0	1	4	2	309
7209	ENSP00000355166	1	2	21	12	831
7210	ENSP00000357425	6	0	11	3	1374
7211	ENSP00000358742	3	1	4	1	735
7212	ENSP00000357297	0	0	8	5	1089
7213	ENSP00000359668	4	4	5	2	774
7214	ENSP00000351813	0	0	6	6	834
7215	ENSP00000354053	1	4	17	9	1110
7216	ENSP00000358535	11	8	41	24	2928
7217	ENSP00000355064	1	2	15	10	591
7218	ENSP00000359361	5	3	40	19	1944
7219	ENSP00000355465	36	27	0	0	7047
7220	ENSP00000356925	1	2	27	13	1284
7221	ENSP00000355922	28	21	222	94	9381
7222	ENSP00000357153	6	4	35	9	1005
7223	ENSP00000359795	3	0	24	14	996
7224	ENSP00000355902	2	2	29	16	1584
7225	ENSP00000356811	3	3	25	11	2094
7226	ENSP00000355880	3	7	7	2	1005
7227	ENSP00000356024	6	4	0	0	3276
7228	ENSP00000355467	5	3	21	13	1287
7229	ENSP00000351250	0	6	18	34	3549
7230	ENSP00000354762	0	1	5	4	318
7231	ENSP00000355925	0	0	14	10	2211
7232	ENSP00000352672	4	6	24	13	1119
7233	ENSP00000351989	1	0	0	2	330
7234	ENSP00000357065	0	4	0	0	1905
7235	ENSP00000355388	4	8	43	30	2580
7236	ENSP00000357511	1	0	6	4	303
7237	ENSP00000359042	0	2	17	7	1638
7238	ENSP00000357643	60	37	31	14	9798
7239	ENSP00000351338	10	14	0	0	6405
7240	ENSP00000355777	0	4	22	17	1620
7241	ENSP00000354478	0	1	1	4	765
7242	ENSP00000357305	0	1	0	0	708
7243	ENSP00000351619	3	1	2	0	864
7244	ENSP00000358272	1	3	9	8	525
7245	ENSP00000358921	0	3	1	2	1167
7246	ENSP00000357452	1	4	18	3	576
7247	ENSP00000352414	0	4	1	4	648
7248	ENSP00000350132	1	0	2	1	156
7249	ENSP00000355809	1	5	11	7	2511
7250	ENSP00000357612	1	3	0	0	972
7251	ENSP00000356230	0	6	10	17	1704
7252	ENSP00000352163	4	4	20	11	375
7253	ENSP00000356016	15	22	0	0	8772
7254	ENSP00000352779	28	36	10	8	1527
7255	ENSP00000359319	0	4	0	0	1689
7256	ENSP00000357904	2	1	14	9	681
7257	ENSP00000359398	0	0	0	0	426
7258	ENSP00000352956	6	1	32	6	1326
7259	ENSP00000355968	2	4	9	7	2337
7260	ENSP00000353639	0	0	7	0	588
7261	ENSP00000356581	6	9	0	0	3834
7262	ENSP00000356430	2	2	11	1	705
7263	ENSP00000353072	4	8	0	0	3282
7264	ENSP00000351422	4	2	17	8	603
7265	ENSP00000355658	2	4	2	1	1617
7266	ENSP00000350928	0	3	5	1	1782
7267	ENSP00000357177	7	9	91	34	4734
7268	ENSP00000352463	6	9	86	61	6081
7269	ENSP00000355771	5	17	0	0	5727
7270	ENSP00000351209	1	10	45	56	2928
7271	ENSP00000354911	1	0	3	1	555
7272	ENSP00000354772	0	1	9	9	1014
7273	ENSP00000356404	0	2	19	12	1326
7274	ENSP00000359050	0	1	23	8	2139
7275	ENSP00000357060	8	8	91	49	3087
7276	ENSP00000357169	14	8	0	0	2229
7277	ENSP00000355013	0	7	35	30	3519
7278	ENSP00000353249	7	2	9	10	2658
7279	ENSP00000356205	1	3	0	0	978
7280	ENSP00000356470	2	3	0	0	2772
7281	ENSP00000353959	13	5	37	30	2187
7282	ENSP00000355961	1	8	30	15	3066
7283	ENSP00000354483	4	2	21	15	3519
7284	ENSP00000357644	1	5	10	6	1797
7285	ENSP00000354837	7	8	0	0	3225
7286	ENSP00000359988	0	2	0	1	1452
7287	ENSP00000356155	3	11	126	64	5199
7288	ENSP00000355760	1	1	0	0	2631
7289	ENSP00000357087	0	1	0	0	450
7290	ENSP00000358251	1	6	42	22	2295
7291	ENSP00000357000	0	1	0	0	930
7292	ENSP00000359484	3	2	1	0	1617
7293	ENSP00000351575	38	15	175	64	7875
7294	ENSP00000357798	2	6	18	17	1707
7295	ENSP00000350874	0	1	0	0	1005
7296	ENSP00000357565	4	2	38	16	1734
7297	ENSP00000355492	17	4	17	3	2889
7298	ENSP00000353518	7	14	5	0	3837
7299	ENSP00000354910	1	2	0	0	2751
7300	ENSP00000355637	3	4	43	20	2229
7301	ENSP00000359446	3	3	13	14	1398
7302	ENSP00000355657	1	1	30	12	408
7303	ENSP00000356832	3	12	15	19	1578
7304	ENSP00000352540	2	1	16	14	501
7305	ENSP00000358488	0	0	0	0	321
7306	ENSP00000351035	1	2	8	9	1008
7307	ENSP00000355051	0	0	0	0	372
7308	ENSP00000359802	3	1	10	6	1548
7309	ENSP00000356746	8	3	0	0	2289
7310	ENSP00000357682	3	0	7	1	1284
7311	ENSP00000355250	9	7	52	22	2907
7312	ENSP00000351697	12	11	0	0	9390
7313	ENSP00000350833	0	1	0	1	882
7314	ENSP00000350718	2	8	36	38	2292
7315	ENSP00000356064	6	16	113	84	4842
7316	ENSP00000354080	2	11	74	59	3186
7317	ENSP00000351108	1	1	8	5	996
7318	ENSP00000352900	0	3	19	13	1467
7319	ENSP00000354916	2	2	3	0	2013
7320	ENSP00000357126	5	0	35	21	1029
7321	ENSP00000350651	7	5	0	0	2073
7322	ENSP00000351484	5	9	50	18	2373
7323	ENSP00000356275	0	4	5	1	579
7324	ENSP00000356381	1	4	0	0	1473
7325	ENSP00000359340	5	2	3	1	624
7326	ENSP00000356967	0	3	1	1	924
7327	ENSP00000356978	0	4	0	0	1431
7328	ENSP00000355195	4	4	20	8	954
7329	ENSP00000357691	1	1	0	0	312
7330	ENSP00000359727	0	0	4	3	633
7331	ENSP00000357345	0	1	0	0	1521
7332	ENSP00000350369	0	2	2	8	486
7333	ENSP00000354111	0	4	3	14	594
7334	ENSP00000357922	2	0	17	8	1023
7335	ENSP00000357122	4	2	20	10	1488
7336	ENSP00000353538	10	3	55	14	3096
7337	ENSP00000359204	1	6	25	24	2289
7338	ENSP00000352676	0	4	18	21	2202
7339	ENSP00000359594	11	7	50	28	2823
7340	ENSP00000354560	0	9	28	16	2514
7341	ENSP00000356319	12	14	0	0	4956
7342	ENSP00000356093	1	1	14	10	516
7343	ENSP00000353475	0	1	11	1	633
7344	ENSP00000356990	3	1	14	5	1215
7345	ENSP00000359128	0	0	9	3	618
7346	ENSP00000356301	0	3	0	0	633
7347	ENSP00000353720	6	1	30	12	1998
7348	ENSP00000356936	4	3	0	0	1146
7349	ENSP00000353942	0	3	67	24	2676
7350	ENSP00000359483	0	1	36	27	2409
7351	ENSP00000355354	1	2	0	0	699
7352	ENSP00000355735	12	4	0	0	2034
7353	ENSP00000358795	2	4	16	15	2010
7354	ENSP00000354927	0	3	0	0	1971
7355	ENSP00000350012	0	5	25	19	2160
7356	ENSP00000354829	2	4	4	9	1257
7357	ENSP00000356134	1	3	27	11	1041
7358	ENSP00000355523	0	5	0	0	1533
7359	ENSP00000354518	2	0	22	17	1176
7360	ENSP00000355593	15	17	0	0	3516
7361	ENSP00000358310	5	11	74	27	3501
7362	ENSP00000355938	2	4	31	11	1716
7363	ENSP00000358414	1	4	36	19	1524
7364	ENSP00000356646	3	14	78	56	4173
7365	ENSP00000358831	0	1	13	5	972
7366	ENSP00000358200	2	3	0	0	1596
7367	ENSP00000353915	1	4	0	0	1368
7368	ENSP00000354848	1	2	20	10	1938
7369	ENSP00000359507	0	4	10	5	819
7370	ENSP00000350686	24	13	56	29	3180
7371	ENSP00000352039	6	11	98	56	3402
7372	ENSP00000359132	3	1	0	0	1011
7373	ENSP00000356399	18	12	74	40	3753
7374	ENSP00000357218	2	2	3	6	864
7375	ENSP00000359691	7	5	27	21	1581
7376	ENSP00000353734	2	2	1	3	1389
7377	ENSP00000358880	0	1	7	15	1479
7378	ENSP00000355651	3	2	6	3	693
7379	ENSP00000358312	0	1	10	4	777
7380	ENSP00000358851	1	2	28	6	654
7381	ENSP00000357844	1	1	10	6	1545
7382	ENSP00000359925	1	7	16	18	1572
7383	ENSP00000351614	3	7	41	23	1740
7384	ENSP00000359506	1	4	0	0	2211
7385	ENSP00000355751	1	4	44	49	4065
7386	ENSP00000358730	3	1	20	14	1041
7387	ENSP00000358482	18	14	0	0	3099
7388	ENSP00000358765	2	3	0	0	1305
7389	ENSP00000350541	8	11	18	7	2970
7390	ENSP00000354960	1	3	0	0	1929
7391	ENSP00000358033	3	2	23	6	1197
7392	ENSP00000355607	4	7	17	14	2409
7393	ENSP00000357889	2	2	8	3	315
7394	ENSP00000359401	0	0	11	0	540
7395	ENSP00000356143	1	6	52	34	2139
7396	ENSP00000357622	23	13	3	1	2139
7397	ENSP00000358120	2	2	25	18	1227
7398	ENSP00000355385	0	0	12	11	1005
7399	ENSP00000359073	3	7	30	24	3027
7400	ENSP00000354204	3	0	7	4	456
7401	ENSP00000350224	1	3	8	10	2037
7402	ENSP00000355517	7	5	1	2	1566
7403	ENSP00000358813	7	9	0	2	2574
7404	ENSP00000354468	7	4	21	10	1002
7405	ENSP00000358016	2	0	0	0	1326
7406	ENSP00000355110	1	5	28	20	1350
7407	ENSP00000352272	1	1	29	15	897
7408	ENSP00000356599	3	1	27	15	1311
7409	ENSP00000355551	0	0	19	8	1197
7410	ENSP00000358529	0	0	13	12	888
7411	ENSP00000354414	2	2	27	14	1383
7412	ENSP00000357597	4	4	28	14	1371
7413	ENSP00000359098	1	1	2	0	345
7414	ENSP00000357882	6	2	23	11	1275
7415	ENSP00000359085	0	3	0	0	1620
7416	ENSP00000355533	5	63	151	153	15639
7417	ENSP00000358886	7	4	41	21	2202
7418	ENSP00000359095	0	5	22	24	1125
7419	ENSP00000358042	0	6	34	21	1584
7420	ENSP00000350358	7	4	53	40	1455
7421	ENSP00000356042	1	5	0	0	2103
7422	ENSP00000353549	0	6	17	18	1860
7423	ENSP00000355536	2	14	1	1	3870
7424	ENSP00000356713	2	4	19	17	1467
7425	ENSP00000357320	1	2	0	0	1194
7426	ENSP00000351157	2	5	4	0	1080
7427	ENSP00000354888	0	3	8	7	804
7428	ENSP00000359910	1	3	0	0	744
7429	ENSP00000352639	1	3	36	17	945
7430	ENSP00000358320	0	1	0	1	654
7431	ENSP00000354501	2	2	18	9	1641
7432	ENSP00000355837	5	7	39	21	2631
7433	ENSP00000354280	2	2	0	0	996
7434	ENSP00000357869	2	3	0	1	2490
7435	ENSP00000358727	2	2	0	0	723
7436	ENSP00000356602	0	2	3	3	921
7437	ENSP00000355741	2	12	87	60	2019
7438	ENSP00000357998	0	2	13	19	2445
7439	ENSP00000359454	6	10	66	36	4305
7440	ENSP00000358888	0	3	18	13	822
7441	ENSP00000358596	0	3	27	12	1584
7442	ENSP00000354608	3	5	14	2	924
7443	ENSP00000351908	1	6	40	28	4161
7444	ENSP00000354794	1	11	6	16	4095
7445	ENSP00000357507	1	1	8	5	759
7446	ENSP00000354201	0	3	0	6	1146
7447	ENSP00000358896	3	0	16	3	1311
7448	ENSP00000354525	0	0	11	9	648
7449	ENSP00000355167	5	2	0	0	1182
7450	ENSP00000355316	3	4	19	31	2637
7451	ENSP00000359292	10	3	0	0	3594
7452	ENSP00000356780	3	4	34	4	1527
7453	ENSP00000359295	0	0	4	4	528
7454	ENSP00000359130	0	1	4	4	1158
7455	ENSP00000356795	0	5	30	19	1344
7456	ENSP00000351022	24	11	1	0	978
7457	ENSP00000357973	0	1	27	12	1443
7458	ENSP00000357156	5	4	31	11	1065
7459	ENSP00000359707	0	0	1	5	378
7460	ENSP00000357072	11	3	9	4	927
7461	ENSP00000354917	14	8	6	1	5325
7462	ENSP00000351770	6	6	63	27	4596
7463	ENSP00000357440	0	4	15	19	1611
7464	ENSP00000355589	6	15	114	88	5166
7465	ENSP00000356842	7	4	17	9	999
7466	ENSP00000354878	3	13	2	0	5145
7467	ENSP00000351380	1	1	0	0	609
7468	ENSP00000358918	0	2	26	15	1674
7469	ENSP00000356468	0	3	21	15	1926
7470	ENSP00000359788	4	4	0	0	2784
7471	ENSP00000355022	6	10	28	24	1308
7472	ENSP00000352172	9	9	42	20	1638
7473	ENSP00000353920	1	2	0	0	2307
7474	ENSP00000358474	14	10	0	0	1026
7475	ENSP00000351407	2	3	29	16	2367
7476	ENSP00000359376	2	4	33	23	1308
7477	ENSP00000359423	0	2	6	5	2235
7478	ENSP00000358542	3	0	4	0	297
7479	ENSP00000358159	4	9	82	42	6606
7480	ENSP00000352738	0	3	0	0	1446
7481	ENSP00000356674	0	3	0	0	1563
7482	ENSP00000350332	8	13	123	69	3657
7483	ENSP00000359489	7	5	22	26	3933
7484	ENSP00000357106	0	8	6	15	1491
7485	ENSP00000354775	6	0	39	16	2124
7486	ENSP00000359119	3	14	0	0	1956
7487	ENSP00000359629	4	16	12	6	1983
7488	ENSP00000350719	72	59	0	1	20721
7489	ENSP00000359488	8	4	40	21	1758
7490	ENSP00000357880	0	1	14	4	1002
7491	ENSP00000350447	11	7	83	23	3804
7492	ENSP00000351957	2	6	55	34	3462
7493	ENSP00000356231	1	0	9	10	369
7494	ENSP00000357348	0	3	0	0	1011
7495	ENSP00000350050	0	1	0	0	501
7496	ENSP00000354490	0	10	31	46	3060
7497	ENSP00000357900	5	3	59	21	1821
7498	ENSP00000352849	4	4	5	1	1026
7499	ENSP00000358932	4	2	56	28	1407
7500	ENSP00000354842	0	1	28	22	1578
7501	ENSP00000359049	0	2	0	0	1272
7502	ENSP00000359688	0	4	23	4	1047
7503	ENSP00000356702	3	5	0	0	891
7504	ENSP00000353292	3	2	24	9	2286
7505	ENSP00000358001	7	13	85	39	8844
7506	ENSP00000351811	4	17	52	41	4203
7507	ENSP00000356211	0	2	20	13	1203
7508	ENSP00000358617	1	3	0	0	2286
7509	ENSP00000355899	4	1	26	7	855
7510	ENSP00000358909	1	2	13	7	1296
7511	ENSP00000354590	0	2	11	6	477
7512	ENSP00000351605	5	4	0	0	2139
7513	ENSP00000356846	5	3	3	2	1578
7514	ENSP00000352926	0	4	3	2	1467
7515	ENSP00000352208	5	18	0	0	6183
7516	ENSP00000358799	0	4	37	44	2976
7517	ENSP00000355800	1	10	51	20	2676
7518	ENSP00000359682	1	0	4	7	1197
7519	ENSP00000355384	7	6	57	32	1866
7520	ENSP00000350676	2	3	0	0	3255
7521	ENSP00000355927	1	4	7	4	3228
7522	ENSP00000356382	3	4	25	14	1992
7523	ENSP00000356213	0	3	13	7	510
7524	ENSP00000352565	0	0	0	0	651
7525	ENSP00000354398	0	6	1	1	1233
7526	ENSP00000357979	0	3	0	0	1320
7527	ENSP00000353165	0	5	12	4	774
7528	ENSP00000358519	0	2	0	0	405
7529	ENSP00000359464	5	4	9	18	1356
7530	ENSP00000356687	8	4	52	23	3384
7531	ENSP00000359540	1	1	0	0	660
7532	ENSP00000359160	3	1	11	8	1443
7533	ENSP00000358105	0	2	0	0	795
7534	ENSP00000353032	0	5	0	0	1254
7535	ENSP00000352603	1	2	0	0	1380
7536	ENSP00000357189	1	5	0	0	855
7537	ENSP00000350547	6	6	53	21	2313
7538	ENSP00000355370	2	1	20	13	600
7539	ENSP00000359575	0	1	6	6	495
7540	ENSP00000355583	1	2	9	2	3255
7541	ENSP00000354886	7	5	50	37	930
7542	ENSP00000355988	0	6	1	2	1401
7543	ENSP00000351767	22	19	159	76	3987
7544	ENSP00000351059	6	1	0	0	1161
7545	ENSP00000359663	1	1	9	6	783
7546	ENSP00000358140	55	25	49	25	4209
7547	ENSP00000359531	0	4	5	3	1119
7548	ENSP00000358247	9	7	37	13	1863
7549	ENSP00000358939	1	1	0	1	1686
7550	ENSP00000351926	0	15	0	0	2931
7551	ENSP00000350509	0	3	0	0	768
7552	ENSP00000355599	1	1	3	0	870
7553	ENSP00000353408	0	5	3	6	1785
7554	ENSP00000354660	15	2	4	6	1137
7555	ENSP00000356489	0	2	6	6	993
7556	ENSP00000358696	3	14	59	78	5613
7557	ENSP00000357707	0	1	9	4	330
7558	ENSP00000355969	1	5	18	7	585
7559	ENSP00000359939	0	2	10	5	627
7560	ENSP00000356696	6	2	53	33	4452
7561	ENSP00000358142	1	2	28	18	2253
7562	ENSP00000350170	0	1	9	8	2433
7563	ENSP00000356825	17	15	1	1	4830
7564	ENSP00000352601	1	5	49	18	2145
