Query	pongo_abelii	pan_troglodytes	pan_paniscus	gorilla_gorilla
ENSP00000359742	NA	NA	NA	NA
ENSP00000359740	ENSPPYP00000024061	ENSPTRP00000031282	ENSPPAP00000040436	ENSGGOP00000018254
ENSP00000399251	NA	NA	NA	NA
ENSP00000359744	NA	NA	NA	NA
ENSP00000359748	NA	NA	NA	NA
ENSP00000399259	ENSPPYP00000017774	ENSPTRP00000045350	ENSPPAP00000035811	ENSGGOP00000016001
ENSP00000398124	ENSPPYP00000020988	ENSPTRP00000034872	ENSPPAP00000010389	ENSGGOP00000009511
ENSP00000398127	NA	NA	NA	NA
ENSP00000398128	NA	NA	NA	NA
ENSP00000398129	NA	NA	NA	NA
ENSP00000438749	NA	NA	NA	NA
ENSP00000444800	NA	NA	NA	NA
ENSP00000444807	NA	NA	NA	NA
ENSP00000444805	NA	NA	NA	NA
ENSP00000438743	NA	NA	NA	NA
ENSP00000444809	NA	NA	NA	NA
ENSP00000438740	NA	NA	NA	NA
ENSP00000438745	NA	NA	NA	NA
ENSP00000438744	NA	NA	NA	NA
ENSP00000392667	NA	NA	NA	NA
ENSP00000423113	NA	NA	NA	NA
ENSP00000468905	NA	NA	NA	NA
ENSP00000405329	NA	NA	NA	NA
ENSP00000216500	ENSPPYP00000006670	ENSPTRP00000010870	ENSPPAP00000006786	ENSGGOP00000024661
ENSP00000405320	NA	NA	NA	NA
ENSP00000405325	NA	NA	NA	NA
ENSP00000405327	ENSPPYP00000019921	ENSPTRP00000075577	ENSPPAP00000004105	ENSGGOP00000051310
ENSP00000405326	NA	NA	NA	NA
ENSP00000413666	NA	NA	NA	NA
ENSP00000441351	NA	NA	NA	NA
ENSP00000441352	NA	NA	NA	NA
ENSP00000441354	NA	NA	NA	NA
ENSP00000441355	NA	NA	NA	NA
ENSP00000441356	NA	NA	NA	NA
ENSP00000293683	NA	NA	NA	NA
ENSP00000355109	NA	NA	NA	NA
ENSP00000289081	ENSPPYP00000021749	ENSPTRP00000036132	ENSPPAP00000028413	ENSGGOP00000026041
ENSP00000355105	NA	NA	NA	NA
ENSP00000355106	NA	NA	NA	NA
ENSP00000355100	NA	NA	NA	NA
ENSP00000251993	ENSPPYP00000013315	ENSPTRP00000063837	ENSPPAP00000027049	ENSGGOP00000017414
ENSP00000465391	NA	NA	NA	NA
ENSP00000465397	NA	NA	NA	NA
ENSP00000354859	ENSPPYP00000004451	ENSPTRP00000069610	ENSPPAP00000013663	ENSGGOP00000003188
ENSP00000288976	NA	NA	NA	NA
ENSP00000354850	ENSPPYP00000003011	ENSPTRP00000063432	ENSPPAP00000014677	ENSGGOP00000034966
ENSP00000354851	NA	NA	NA	NA
ENSP00000465395	NA	NA	NA	NA
ENSP00000354855	ENSPPYP00000009969	ENSPTRP00000046646	ENSPPAP00000017325	ENSGGOP00000039605
ENSP00000354856	NA	NA	NA	NA
ENSP00000427505	NA	NA	NA	NA
ENSP00000426655	NA	NA	NA	NA
ENSP00000464368	NA	NA	NA	NA
ENSP00000464369	NA	NA	NA	NA
ENSP00000464364	NA	NA	NA	NA
ENSP00000464365	NA	NA	NA	NA
ENSP00000410097	NA	NA	NA	NA
ENSP00000464367	NA	NA	NA	NA
ENSP00000410091	NA	NA	NA	NA
ENSP00000464361	NA	NA	NA	NA
ENSP00000410093	NA	NA	NA	NA
ENSP00000464363	NA	NA	NA	NA
ENSP00000422678	NA	NA	NA	NA
ENSP00000392199	NA	NA	NA	NA
ENSP00000427506	NA	NA	NA	NA
ENSP00000392192	NA	NA	NA	NA
ENSP00000392197	ENSPPYP00000013617	ENSPTRP00000089580	ENSPPAP00000034731	ENSGGOP00000033434
ENSP00000392196	NA	NA	NA	NA
ENSP00000452276	NA	NA	NA	NA
ENSP00000394929	NA	NA	NA	NA
ENSP00000484523	NA	NA	NA	NA
ENSP00000484891	NA	NA	NA	NA
ENSP00000484892	NA	NA	NA	NA
ENSP00000484893	NA	ENSPTRP00000089737	ENSPPAP00000005714	NA
ENSP00000394920	NA	NA	NA	NA
ENSP00000441975	NA	NA	NA	NA
ENSP00000394922	NA	NA	NA	NA
ENSP00000394923	NA	NA	NA	NA
ENSP00000441970	NA	NA	NA	NA
ENSP00000394925	NA	NA	NA	NA
ENSP00000441972	NA	NA	NA	NA
ENSP00000441973	NA	NA	NA	NA
ENSP00000369657	NA	NA	NA	NA
ENSP00000369654	NA	NA	NA	NA
ENSP00000322276	ENSPPYP00000019056	ENSPTRP00000040807	ENSPPAP00000012546	ENSGGOP00000010084
ENSP00000322270	NA	NA	NA	NA
ENSP00000322273	ENSPPYP00000001171	ENSPTRP00000001944	ENSPPAP00000030035	ENSGGOP00000012147
ENSP00000426653	ENSPPYP00000017687	ENSPTRP00000088519	ENSPPAP00000002218	ENSGGOP00000004206
ENSP00000440007	NA	NA	NA	NA
ENSP00000415574	NA	NA	NA	NA
ENSP00000440005	ENSPPYP00000000146	ENSPTRP00000003488	ENSPPAP00000012887	ENSGGOP00000010983
ENSP00000334183	NA	NA	NA	NA
ENSP00000440002	NA	NA	NA	NA
ENSP00000415573	NA	NA	NA	NA
ENSP00000334187	NA	ENSPTRP00000091473	ENSPPAP00000000372	NA
ENSP00000334188	NA	NA	NA	NA
ENSP00000415579	ENSPPYP00000012470	ENSPTRP00000023498	ENSPPAP00000017329	ENSGGOP00000005644
ENSP00000440008	NA	NA	NA	NA
ENSP00000416000	NA	NA	NA	NA
ENSP00000416002	ENSPPYP00000022752	ENSPTRP00000069769	ENSPPAP00000007435	ENSGGOP00000021934
ENSP00000427327	NA	NA	NA	NA
ENSP00000427326	NA	NA	NA	NA
ENSP00000427321	NA	NA	NA	NA
ENSP00000427323	NA	NA	NA	NA
ENSP00000427322	NA	NA	NA	NA
ENSP00000291860	ENSPPYP00000011638	ENSPTRP00000057863	ENSPPAP00000035471	ENSGGOP00000021769
ENSP00000394798	NA	NA	NA	NA
ENSP00000354270	NA	NA	NA	NA
ENSP00000354271	NA	NA	NA	NA
ENSP00000310227	NA	NA	NA	NA
ENSP00000310226	NA	ENSPTRP00000006748	ENSPPAP00000037399	ENSGGOP00000009526
ENSP00000401958	NA	NA	NA	NA
ENSP00000401952	NA	NA	NA	NA
ENSP00000401953	NA	NA	NA	NA
ENSP00000401956	NA	NA	NA	NA
ENSP00000401954	NA	NA	NA	NA
ENSP00000391428	NA	NA	NA	NA
ENSP00000391429	NA	NA	NA	NA
ENSP00000294338	ENSPPYP00000001603	ENSPTRP00000001229	ENSPPAP00000019105	ENSGGOP00000011477
ENSP00000294339	ENSPPYP00000001602	ENSPTRP00000063843	ENSPPAP00000019944	ENSGGOP00000033996
ENSP00000294337	NA	NA	NA	NA
ENSP00000391426	NA	NA	NA	NA
ENSP00000391427	NA	NA	NA	NA
ENSP00000471514	NA	NA	NA	NA
ENSP00000351737	ENSPPYP00000004272	ENSPTRP00000058266	NA	ENSGGOP00000002102
ENSP00000351734	NA	NA	NA	NA
ENSP00000351732	ENSPPYP00000012105	ENSPTRP00000042053	ENSPPAP00000008076	ENSGGOP00000006870
ENSP00000471517	NA	NA	NA	NA
ENSP00000471510	NA	NA	NA	NA
ENSP00000371554	ENSPPYP00000016360	ENSPTRP00000027474	ENSPPAP00000005475	NA
ENSP00000401278	NA	NA	NA	NA
ENSP00000452239	NA	NA	NA	NA
ENSP00000357778	NA	ENSPTRP00000071307	ENSPPAP00000006187	NA
ENSP00000357779	ENSPPYP00000000980	ENSPTRP00000002235	ENSPPAP00000002331	NA
ENSP00000371557	NA	NA	NA	NA
ENSP00000357772	ENSPPYP00000000973	NA	ENSPPAP00000004662	ENSGGOP00000044724
ENSP00000357773	NA	NA	ENSPPAP00000001771	ENSGGOP00000033565
ENSP00000357775	NA	NA	NA	NA
ENSP00000357776	NA	ENSPTRP00000093504	ENSPPAP00000004563	NA
ENSP00000426054	NA	NA	NA	NA
ENSP00000426056	NA	NA	NA	NA
ENSP00000426057	NA	NA	NA	NA
ENSP00000426050	NA	NA	NA	NA
ENSP00000426051	NA	NA	NA	NA
ENSP00000426052	NA	NA	NA	NA
ENSP00000426053	NA	NA	NA	NA
ENSP00000472352	NA	NA	NA	NA
ENSP00000426059	NA	NA	NA	NA
ENSP00000346629	NA	NA	NA	NA
ENSP00000401271	NA	NA	NA	NA
ENSP00000346624	NA	NA	NA	NA
ENSP00000477592	NA	NA	NA	NA
ENSP00000346627	ENSPPYP00000024066	ENSPTRP00000039652	ENSPPAP00000007846	ENSGGOP00000052048
ENSP00000412654	NA	NA	NA	NA
ENSP00000412657	NA	NA	NA	NA
ENSP00000412651	NA	NA	NA	NA
ENSP00000412652	NA	NA	NA	NA
ENSP00000390771	NA	NA	NA	NA
ENSP00000390770	NA	NA	NA	NA
ENSP00000390775	NA	NA	NA	NA
ENSP00000314214	NA	NA	NA	NA
ENSP00000473301	NA	NA	NA	NA
ENSP00000408797	NA	NA	NA	NA
ENSP00000357198	NA	NA	NA	NA
ENSP00000357199	ENSPPYP00000000816	ENSPTRP00000039474	ENSPPAP00000039370	ENSGGOP00000016088
ENSP00000357194	NA	NA	NA	NA
ENSP00000357196	NA	NA	NA	NA
ENSP00000357190	NA	NA	NA	NA
ENSP00000382908	NA	NA	NA	NA
ENSP00000357192	NA	NA	NA	NA
ENSP00000357193	NA	NA	NA	NA
ENSP00000489567	NA	NA	NA	NA
ENSP00000489566	NA	NA	NA	NA
ENSP00000489564	NA	NA	NA	NA
ENSP00000489563	NA	NA	NA	NA
ENSP00000489562	NA	NA	NA	NA
ENSP00000489561	NA	NA	NA	NA
ENSP00000489560	NA	NA	NA	NA
ENSP00000356827	NA	NA	NA	NA
ENSP00000356825	ENSPPYP00000000640	ENSPTRP00000002732	ENSPPAP00000020773	ENSGGOP00000009648
ENSP00000356822	NA	NA	NA	NA
ENSP00000410879	NA	NA	NA	NA
ENSP00000356820	ENSPPYP00000000639	ENSPTRP00000002735	ENSPPAP00000018632	ENSGGOP00000025842
ENSP00000410874	NA	NA	NA	NA
ENSP00000410871	NA	NA	NA	NA
ENSP00000356828	ENSPPYP00000000642	ENSPTRP00000064769	ENSPPAP00000025355	ENSGGOP00000033825
ENSP00000421583	NA	NA	NA	NA
ENSP00000421582	NA	NA	NA	NA
ENSP00000421580	NA	NA	NA	NA
ENSP00000421587	NA	NA	NA	NA
ENSP00000421586	NA	NA	NA	NA
ENSP00000477596	NA	NA	NA	NA
ENSP00000421584	NA	NA	NA	NA
ENSP00000421589	NA	NA	NA	NA
ENSP00000421588	NA	NA	NA	NA
ENSP00000385481	NA	NA	NA	NA
ENSP00000385480	NA	ENSPTRP00000056468	ENSPPAP00000030361	ENSGGOP00000002804
ENSP00000385483	NA	NA	NA	NA
ENSP00000385482	NA	NA	NA	NA
ENSP00000385484	NA	NA	NA	NA
ENSP00000385487	NA	NA	NA	NA
ENSP00000385486	NA	NA	NA	NA
ENSP00000385489	NA	NA	NA	NA
ENSP00000394103	NA	NA	NA	NA
ENSP00000394100	NA	NA	NA	NA
ENSP00000377186	NA	NA	NA	NA
ENSP00000394106	NA	NA	NA	NA
ENSP00000394107	NA	NA	NA	NA
ENSP00000394105	NA	NA	NA	NA
ENSP00000477680	NA	NA	NA	NA
ENSP00000486867	NA	NA	NA	NA
ENSP00000486866	NA	NA	NA	NA
ENSP00000486865	NA	NA	NA	NA
ENSP00000486864	NA	NA	NA	NA
ENSP00000377162	NA	NA	NA	NA
ENSP00000375974	NA	NA	NA	NA
ENSP00000470654	NA	NA	NA	NA
ENSP00000457339	NA	NA	NA	NA
ENSP00000457338	NA	NA	NA	NA
ENSP00000457335	NA	NA	NA	NA
ENSP00000457334	NA	NA	NA	NA
ENSP00000457336	NA	NA	NA	NA
ENSP00000457331	NA	NA	NA	NA
ENSP00000457333	NA	NA	NA	NA
ENSP00000457332	NA	NA	NA	NA
ENSP00000442096	NA	NA	NA	NA
ENSP00000424699	NA	NA	NA	NA
ENSP00000442094	NA	NA	NA	NA
ENSP00000305913	NA	NA	NA	NA
ENSP00000413521	NA	NA	NA	NA
ENSP00000413522	NA	NA	NA	NA
ENSP00000442091	NA	NA	NA	NA
ENSP00000424693	NA	NA	NA	NA
ENSP00000424694	NA	NA	NA	NA
ENSP00000413529	NA	NA	NA	NA
ENSP00000424696	NA	NA	NA	NA
ENSP00000424697	NA	NA	NA	NA
ENSP00000477688	ENSPPYP00000005140	ENSPTRP00000008404	ENSPPAP00000042056	ENSGGOP00000005779
ENSP00000415968	ENSPPYP00000021950	ENSPTRP00000068649	ENSPPAP00000000223	ENSGGOP00000003831
ENSP00000415969	NA	NA	NA	NA
ENSP00000415967	NA	NA	NA	NA
ENSP00000415964	NA	NA	NA	NA
ENSP00000415963	NA	NA	NA	NA
ENSP00000415961	NA	NA	NA	NA
ENSP00000384537	ENSPPYP00000019153	ENSPTRP00000082916	ENSPPAP00000008099	ENSGGOP00000018133
ENSP00000384534	NA	NA	NA	NA
ENSP00000384535	NA	NA	NA	NA
ENSP00000384532	NA	NA	NA	NA
ENSP00000395859	NA	NA	NA	NA
ENSP00000384531	NA	NA	NA	NA
ENSP00000395857	NA	NA	NA	NA
ENSP00000395851	NA	NA	NA	NA
ENSP00000384539	NA	NA	NA	NA
ENSP00000251507	ENSPPYP00000000563	ENSPTRP00000084569	ENSPPAP00000033412	ENSGGOP00000034608
ENSP00000478569	NA	NA	NA	NA
ENSP00000478568	NA	NA	NA	NA
ENSP00000478563	NA	NA	NA	NA
ENSP00000478562	NA	NA	NA	NA
ENSP00000478561	ENSPPYP00000013944	ENSPTRP00000020335	ENSPPAP00000042382	ENSGGOP00000048540
ENSP00000478566	NA	NA	NA	NA
ENSP00000478565	NA	NA	NA	NA
ENSP00000478564	NA	NA	NA	NA
ENSP00000377166	NA	NA	NA	NA
ENSP00000274712	ENSPPYP00000017746	ENSPTRP00000029620	ENSPPAP00000021929	ENSGGOP00000005015
ENSP00000393450	NA	NA	NA	NA
ENSP00000393453	ENSPPYP00000013606	ENSPTRP00000020870	ENSPPAP00000022253	ENSGGOP00000009296
ENSP00000274711	ENSPPYP00000017701	ENSPTRP00000029568	NA	ENSGGOP00000050136
ENSP00000393455	NA	NA	NA	NA
ENSP00000393456	NA	NA	NA	NA
ENSP00000458861	NA	NA	NA	NA
ENSP00000458865	NA	NA	NA	NA
ENSP00000458866	ENSPPYP00000010620	ENSPTRP00000066430	ENSPPAP00000016355	ENSGGOP00000020794
ENSP00000496104	NA	NA	NA	NA
ENSP00000458868	NA	NA	NA	NA
ENSP00000450648	NA	NA	NA	NA
ENSP00000450649	NA	NA	NA	NA
ENSP00000264366	NA	NA	NA	NA
ENSP00000484424	NA	NA	NA	NA
ENSP00000484427	NA	NA	NA	NA
ENSP00000450647	NA	NA	NA	NA
ENSP00000450640	NA	NA	NA	NA
ENSP00000264363	ENSPPYP00000016773	ENSPTRP00000028146	ENSPPAP00000032841	ENSGGOP00000000457
ENSP00000264360	ENSPPYP00000016829	ENSPTRP00000028237	ENSPPAP00000023811	ENSGGOP00000023976
ENSP00000450643	NA	NA	NA	NA
ENSP00000432468	NA	NA	NA	NA
ENSP00000432469	NA	NA	NA	NA
ENSP00000351095	NA	NA	NA	NA
ENSP00000432460	NA	NA	NA	NA
ENSP00000432461	NA	NA	NA	NA
ENSP00000432463	NA	NA	NA	NA
ENSP00000432464	NA	NA	NA	NA
ENSP00000432465	NA	NA	NA	NA
ENSP00000432466	NA	NA	NA	NA
ENSP00000426877	NA	NA	NA	NA
ENSP00000381486	ENSPPYP00000013716	ENSPTRP00000056142	ENSPPAP00000025496	ENSGGOP00000014218
ENSP00000426872	NA	NA	NA	NA
ENSP00000426873	NA	NA	NA	NA
ENSP00000426870	NA	NA	NA	NA
ENSP00000426871	NA	NA	NA	NA
ENSP00000381489	NA	ENSPTRP00000069821	ENSPPAP00000013297	ENSGGOP00000002034
ENSP00000381488	ENSPPYP00000009481	ENSPTRP00000059026	ENSPPAP00000024243	ENSGGOP00000050624
ENSP00000426879	NA	NA	NA	NA
ENSP00000493656	NA	NA	NA	NA
ENSP00000312021	ENSPPYP00000011422	ENSPTRP00000081904	ENSPPAP00000000105	ENSGGOP00000001227
ENSP00000395188	NA	NA	NA	NA
ENSP00000261254	NA	NA	NA	NA
ENSP00000343552	ENSPPYP00000002260	ENSPTRP00000000148	ENSPPAP00000014617	ENSGGOP00000004955
ENSP00000261250	ENSPPYP00000004748	ENSPTRP00000007784	ENSPPAP00000036232	ENSGGOP00000028549
ENSP00000377969	ENSPPYP00000010599	ENSPTRP00000017625	ENSPPAP00000001443	ENSGGOP00000046119
ENSP00000493655	NA	NA	NA	NA
ENSP00000303987	ENSPPYP00000003633	ENSPTRP00000006510	ENSPPAP00000025310	ENSGGOP00000020782
ENSP00000470775	NA	NA	NA	NA
ENSP00000470772	NA	NA	NA	NA
ENSP00000470773	NA	NA	NA	NA
ENSP00000377965	NA	NA	NA	NA
ENSP00000470771	NA	NA	NA	NA
ENSP00000384207	NA	NA	NA	NA
ENSP00000423349	NA	NA	NA	NA
ENSP00000304669	ENSPPYP00000017700	ENSPTRP00000029566	ENSPPAP00000029946	ENSGGOP00000022955
ENSP00000454071	ENSPPYP00000010732	ENSPTRP00000075226	ENSPPAP00000007978	ENSGGOP00000038549
ENSP00000284073	ENSPPYP00000009262	ENSPTRP00000016029	ENSPPAP00000029419	ENSGGOP00000012862
ENSP00000386592	NA	NA	NA	NA
ENSP00000386593	NA	NA	NA	NA
ENSP00000386590	NA	NA	NA	NA
ENSP00000386591	NA	NA	NA	NA
ENSP00000386596	NA	NA	NA	NA
ENSP00000408143	NA	NA	NA	NA
ENSP00000386594	NA	NA	NA	NA
ENSP00000423344	NA	NA	NA	NA
ENSP00000459738	NA	NA	NA	NA
ENSP00000459736	NA	NA	NA	NA
ENSP00000459735	NA	NA	NA	NA
ENSP00000459733	NA	NA	NA	NA
ENSP00000459732	NA	NA	NA	NA
ENSP00000459730	NA	NA	NA	NA
ENSP00000222214	ENSPPYP00000010777	ENSPTRP00000018006	ENSPPAP00000007252	ENSGGOP00000003350
ENSP00000477278	NA	NA	NA	NA
ENSP00000222212	NA	NA	NA	NA
ENSP00000495709	NA	NA	NA	NA
ENSP00000495706	NA	NA	NA	NA
ENSP00000477273	NA	NA	NA	NA
ENSP00000495704	NA	NA	NA	NA
ENSP00000495705	NA	NA	NA	NA
ENSP00000495702	NA	NA	NA	NA
ENSP00000495703	NA	NA	NA	NA
ENSP00000495701	NA	NA	NA	NA
ENSP00000241014	ENSPPYP00000003821	ENSPTRP00000006140	ENSPPAP00000002400	ENSGGOP00000028268
ENSP00000228476	ENSPPYP00000005617	ENSPTRP00000084772	NA	ENSGGOP00000012923
ENSP00000389816	NA	NA	NA	NA
ENSP00000433336	NA	NA	NA	NA
ENSP00000389814	ENSPPYP00000016092	ENSPTRP00000027045	ENSPPAP00000042063	ENSGGOP00000030120
ENSP00000389815	NA	NA	NA	NA
ENSP00000433333	NA	NA	NA	NA
ENSP00000389813	ENSPPYP00000005664	ENSPTRP00000090513	ENSPPAP00000013542	ENSGGOP00000025635
ENSP00000389810	ENSPPYP00000012257	ENSPTRP00000081967	ENSPPAP00000001170	ENSGGOP00000013961
ENSP00000389811	NA	NA	NA	NA
ENSP00000391316	NA	NA	NA	NA
ENSP00000433338	NA	NA	NA	NA
ENSP00000497708	NA	NA	NA	NA
ENSP00000497709	NA	NA	NA	NA
ENSP00000497700	NA	NA	NA	NA
ENSP00000497701	NA	NA	NA	NA
ENSP00000497702	NA	NA	NA	NA
ENSP00000497703	NA	NA	NA	NA
ENSP00000497704	NA	NA	NA	NA
ENSP00000497705	NA	NA	NA	NA
ENSP00000497706	NA	NA	NA	NA
ENSP00000497707	NA	NA	NA	NA
ENSP00000430823	ENSPPYP00000024569	NA	ENSPPAP00000007792	ENSGGOP00000022761
ENSP00000430820	NA	NA	NA	NA
ENSP00000430821	NA	NA	NA	NA
ENSP00000430826	NA	NA	NA	NA
ENSP00000260129	ENSPPYP00000020856	ENSPTRP00000034697	ENSPPAP00000032368	ENSGGOP00000008431
ENSP00000430824	NA	NA	NA	NA
ENSP00000260126	ENSPPYP00000020930	ENSPTRP00000034798	ENSPPAP00000002514	ENSGGOP00000009015
ENSP00000430829	NA	NA	NA	NA
ENSP00000492067	NA	NA	NA	NA
ENSP00000492064	NA	NA	NA	NA
ENSP00000492063	NA	NA	NA	NA
ENSP00000423969	NA	NA	NA	NA
ENSP00000423968	NA	NA	NA	NA
ENSP00000423965	NA	NA	NA	NA
ENSP00000423963	NA	NA	NA	NA
ENSP00000423961	NA	NA	NA	NA
ENSP00000423960	NA	NA	NA	NA
ENSP00000272716	NA	NA	NA	NA
ENSP00000305138	ENSPPYP00000007832	ENSPTRP00000012888	ENSPPAP00000027564	ENSGGOP00000013448
ENSP00000391832	NA	NA	NA	NA
ENSP00000393928	NA	NA	NA	NA
ENSP00000305133	ENSPPYP00000013886	ENSPTRP00000061344	ENSPPAP00000000407	ENSGGOP00000025084
ENSP00000424998	NA	NA	NA	NA
ENSP00000432723	NA	NA	NA	NA
ENSP00000495448	NA	NA	NA	NA
ENSP00000311957	ENSPPYP00000010960	ENSPTRP00000018389	ENSPPAP00000027719	ENSGGOP00000014752
ENSP00000331342	ENSPPYP00000020753	ENSPTRP00000034520	ENSPPAP00000034697	ENSGGOP00000006874
ENSP00000257604	ENSPPYP00000005674	ENSPTRP00000009285	ENSPPAP00000008374	ENSGGOP00000001151
ENSP00000494929	NA	NA	NA	NA
ENSP00000478796	NA	NA	NA	NA
ENSP00000489162	NA	NA	NA	NA
ENSP00000372256	NA	NA	NA	NA
ENSP00000459307	NA	NA	NA	NA
ENSP00000489161	NA	NA	NA	NA
ENSP00000402175	NA	NA	NA	NA
ENSP00000381548	NA	NA	NA	NA
ENSP00000402177	NA	NA	NA	NA
ENSP00000402176	NA	NA	NA	NA
ENSP00000402171	NA	NA	NA	NA
ENSP00000402170	NA	NA	NA	NA
ENSP00000475658	NA	NA	NA	NA
ENSP00000402172	NA	NA	NA	NA
ENSP00000475656	NA	NA	NA	NA
ENSP00000486311	NA	NA	NA	NA
ENSP00000475654	NA	NA	NA	NA
ENSP00000475652	NA	NA	NA	NA
ENSP00000402178	NA	NA	NA	NA
ENSP00000475651	NA	NA	NA	NA
ENSP00000383223	NA	ENSPTRP00000024068	NA	ENSGGOP00000026347
ENSP00000299001	ENSPPYP00000004327	ENSPTRP00000087625	ENSPPAP00000016200	ENSGGOP00000015886
ENSP00000393225	NA	NA	NA	NA
ENSP00000383227	NA	NA	NA	NA
ENSP00000426672	NA	NA	NA	NA
ENSP00000383225	NA	NA	NA	NA
ENSP00000299004	NA	NA	NA	NA
ENSP00000489164	NA	NA	NA	NA
ENSP00000430617	NA	NA	NA	NA
ENSP00000384949	ENSPPYP00000009827	ENSPTRP00000044162	ENSPPAP00000034343	ENSGGOP00000013633
ENSP00000384948	NA	NA	NA	NA
ENSP00000384946	NA	NA	NA	NA
ENSP00000384945	NA	NA	NA	NA
ENSP00000384944	NA	NA	NA	NA
ENSP00000384943	NA	NA	NA	NA
ENSP00000384941	NA	NA	NA	NA
ENSP00000381540	NA	NA	NA	NA
ENSP00000468021	NA	NA	NA	NA
ENSP00000468020	NA	NA	NA	NA
ENSP00000468027	NA	NA	NA	NA
ENSP00000468026	NA	NA	NA	NA
ENSP00000459305	NA	NA	NA	NA
ENSP00000426950	NA	NA	NA	NA
ENSP00000468029	NA	NA	NA	NA
ENSP00000468028	NA	NA	NA	NA
ENSP00000281268	NA	NA	NA	NA
ENSP00000460610	NA	NA	NA	NA
ENSP00000451737	NA	NA	NA	NA
ENSP00000460612	NA	NA	NA	NA
ENSP00000424848	NA	NA	NA	NA
ENSP00000460618	NA	NA	NA	NA
ENSP00000460619	NA	NA	NA	NA
ENSP00000328566	NA	NA	NA	NA
ENSP00000339118	NA	NA	NA	NA
ENSP00000436435	NA	NA	NA	NA
ENSP00000339110	NA	NA	NA	NA
ENSP00000339115	ENSPPYP00000014894	ENSPTRP00000066210	ENSPPAP00000027776	ENSGGOP00000000090
ENSP00000426964	ENSPPYP00000010945	NA	ENSPPAP00000006546	ENSGGOP00000005857
ENSP00000458459	NA	NA	NA	NA
ENSP00000338645	NA	NA	NA	NA
ENSP00000338643	NA	NA	NA	NA
ENSP00000338642	NA	NA	NA	NA
ENSP00000338641	ENSPPYP00000023059	ENSPTRP00000038089	NA	NA
ENSP00000304292	ENSPPYP00000010994	ENSPTRP00000018477	ENSPPAP00000025006	ENSGGOP00000047964
ENSP00000490549	NA	NA	NA	NA
ENSP00000458457	NA	NA	NA	NA
ENSP00000338648	ENSPPYP00000003708	ENSPTRP00000006389	ENSPPAP00000011454	ENSGGOP00000002230
ENSP00000429936	NA	NA	NA	NA
ENSP00000429937	NA	NA	NA	NA
ENSP00000429934	NA	NA	NA	NA
ENSP00000429935	NA	NA	NA	NA
ENSP00000429932	NA	NA	NA	NA
ENSP00000429933	NA	NA	NA	NA
ENSP00000429930	NA	NA	NA	NA
ENSP00000429931	ENSPPYP00000021126	ENSPTRP00000070225	ENSPPAP00000001574	ENSGGOP00000000717
ENSP00000328336	ENSPPYP00000003353	ENSPTRP00000048329	ENSPPAP00000001869	ENSGGOP00000029338
ENSP00000447236	NA	NA	NA	NA
ENSP00000328335	ENSPPYP00000023217	NA	ENSPPAP00000003300	ENSGGOP00000011268
ENSP00000328332	NA	NA	NA	NA
ENSP00000430228	NA	NA	NA	NA
ENSP00000423536	NA	NA	NA	NA
ENSP00000428081	NA	NA	NA	NA
ENSP00000453352	NA	NA	NA	NA
ENSP00000428083	NA	NA	NA	NA
ENSP00000428082	NA	NA	NA	NA
ENSP00000428085	ENSPPYP00000021058	ENSPTRP00000034970	ENSPPAP00000016222	ENSGGOP00000040271
ENSP00000428084	NA	NA	NA	NA
ENSP00000428087	NA	NA	NA	NA
ENSP00000428086	NA	NA	NA	NA
ENSP00000428089	NA	NA	NA	NA
ENSP00000428088	NA	NA	NA	NA
ENSP00000453359	NA	NA	NA	NA
ENSP00000451738	NA	NA	NA	NA
ENSP00000332498	NA	NA	NA	NA
ENSP00000472380	NA	NA	NA	NA
ENSP00000472383	NA	NA	NA	NA
ENSP00000395456	NA	NA	NA	NA
ENSP00000418712	NA	NA	NA	NA
ENSP00000418713	NA	NA	NA	NA
ENSP00000418710	NA	NA	NA	NA
ENSP00000418711	NA	NA	NA	NA
ENSP00000418716	NA	NA	NA	NA
ENSP00000423532	NA	NA	NA	NA
ENSP00000418714	NA	NA	NA	NA
ENSP00000418715	NA	NA	NA	NA
ENSP00000418718	NA	NA	NA	NA
ENSP00000418719	ENSPPYP00000019651	ENSPTRP00000088704	NA	ENSGGOP00000012955
ENSP00000490546	NA	NA	NA	NA
ENSP00000408921	NA	NA	NA	NA
ENSP00000408924	NA	NA	NA	NA
ENSP00000355522	NA	NA	NA	NA
ENSP00000430223	NA	NA	NA	NA
ENSP00000430225	NA	NA	NA	NA
ENSP00000359835	NA	NA	NA	NA
ENSP00000359834	NA	NA	NA	NA
ENSP00000359837	ENSPPYP00000001421	ENSPTRP00000076044	ENSPPAP00000032670	ENSGGOP00000009035
ENSP00000359836	NA	NA	NA	NA
ENSP00000359830	NA	NA	NA	NA
ENSP00000359839	NA	NA	NA	NA
ENSP00000397109	NA	NA	NA	NA
ENSP00000397103	NA	NA	NA	NA
ENSP00000397106	NA	NA	NA	NA
ENSP00000397105	NA	NA	NA	NA
ENSP00000430086	NA	NA	NA	NA
ENSP00000269724	NA	NA	NA	NA
ENSP00000430087	NA	NA	NA	NA
ENSP00000389938	NA	NA	NA	NA
ENSP00000342469	NA	NA	NA	NA
ENSP00000248306	ENSPPYP00000005480	ENSPTRP00000008950	ENSPPAP00000009804	ENSGGOP00000027312
