	Prot_ID	dN	dS	pN	pS	MsaLen
5700	ENSP00000329794	2	0	3	1	300
5701	ENSP00000329797	0	3	0	0	1422
5702	ENSP00000329803	1	2	8	3	1518
5703	ENSP00000329846	3	9	0	0	1809
5704	ENSP00000329860	4	4	14	5	774
5705	ENSP00000329880	0	4	9	20	2145
5706	ENSP00000329890	12	3	22	9	282
5707	ENSP00000329904	4	3	15	2	492
5708	ENSP00000329915	5	5	14	7	879
5709	ENSP00000329918	25	28	14	13	2022
5710	ENSP00000329920	12	5	17	9	612
5711	ENSP00000329926	1	14	59	20	1038
5712	ENSP00000329933	2	12	27	16	3012
5713	ENSP00000329943	13	8	42	16	2262
5714	ENSP00000329967	2	8	30	17	2187
5715	ENSP00000329991	2	4	19	10	600
5716	ENSP00000330031	14	10	96	34	2673
5717	ENSP00000330051	15	18	63	28	1758
5718	ENSP00000330074	3	7	43	25	678
5719	ENSP00000330075	12	14	11	1	1008
5720	ENSP00000330101	12	14	70	32	1923
5721	ENSP00000330148	4	21	57	53	3027
5722	ENSP00000330188	5	7	9	8	1314
5723	ENSP00000330190	4	7	19	18	1839
5724	ENSP00000330199	13	17	37	36	2187
5725	ENSP00000330200	21	15	19	15	1617
5726	ENSP00000330221	0	11	0	0	819
5727	ENSP00000330237	6	8	1	0	1527
5728	ENSP00000330240	3	2	22	10	1119
5729	ENSP00000330247	23	10	35	21	1341
5730	ENSP00000330269	10	3	10	5	684
5731	ENSP00000330278	17	26	80	50	4209
5732	ENSP00000330284	0	8	31	13	984
5733	ENSP00000330289	0	1	14	11	474
5734	ENSP00000330341	0	0	8	10	675
5735	ENSP00000330361	11	7	24	9	744
5736	ENSP00000330381	3	5	16	8	990
5737	ENSP00000330382	1	6	16	11	723
5738	ENSP00000330389	2	4	11	9	420
5739	ENSP00000330391	6	2	0	0	507
5740	ENSP00000330393	17	9	11	15	3495
5741	ENSP00000330426	4	5	8	4	756
5742	ENSP00000330432	8	4	44	17	1521
5743	ENSP00000330433	3	5	0	0	741
5744	ENSP00000330442	24	32	143	60	4380
5745	ENSP00000330460	6	11	0	0	1857
5746	ENSP00000330475	7	7	31	10	1248
5747	ENSP00000330485	1	6	18	8	1242
5748	ENSP00000330488	6	2	2	4	957
5749	ENSP00000330523	11	9	13	7	786
5750	ENSP00000330572	9	15	28	38	2592
5751	ENSP00000330601	12	9	27	30	2400
5752	ENSP00000330606	1	2	4	7	1368
5753	ENSP00000330612	12	10	26	7	888
5754	ENSP00000330631	2	9	42	28	1455
5755	ENSP00000330633	5	17	0	0	3120
5756	ENSP00000330658	19	27	103	70	4899
5757	ENSP00000330696	6	10	72	24	1785
5758	ENSP00000330730	0	0	5	3	222
5759	ENSP00000330737	2	4	7	1	435
5760	ENSP00000330753	17	22	61	47	7128
5761	ENSP00000330787	2	0	4	4	318
5762	ENSP00000330808	8	7	45	12	1431
5763	ENSP00000330862	0	6	8	13	1104
5764	ENSP00000330878	10	15	43	27	1581
5765	ENSP00000330918	2	3	0	0	1017
5766	ENSP00000330945	2	3	10	12	708
5767	ENSP00000330959	4	5	38	22	1194
5768	ENSP00000331012	5	5	27	11	1038
5769	ENSP00000331044	7	4	14	2	768
5770	ENSP00000331062	4	3	23	10	1128
5771	ENSP00000331065	0	5	8	6	462
5772	ENSP00000331086	12	7	13	9	945
5773	ENSP00000331087	3	6	12	14	987
5774	ENSP00000331103	0	5	7	5	1443
5775	ENSP00000331111	2	5	9	2	378
5776	ENSP00000331152	0	0	1	3	885
5777	ENSP00000331167	18	11	79	37	2115
5778	ENSP00000331201	1	24	51	44	2331
5779	ENSP00000331209	2	4	0	0	945
5780	ENSP00000331210	6	19	43	26	3246
5781	ENSP00000331211	9	3	18	7	1086
5782	ENSP00000331242	1	6	2	2	1476
5783	ENSP00000331258	7	11	0	0	1050
5784	ENSP00000331288	4	8	30	18	1137
5785	ENSP00000331298	0	2	0	0	492
5786	ENSP00000331302	48	15	74	41	2274
5787	ENSP00000331313	6	9	50	21	981
5788	ENSP00000331327	1	8	1	1	1578
5789	ENSP00000331342	28	23	54	26	3849
5790	ENSP00000331358	3	1	11	7	306
5791	ENSP00000331369	1	1	3	6	342
5792	ENSP00000331411	8	11	31	32	1317
5793	ENSP00000331462	2	4	17	11	1236
5794	ENSP00000331470	3	9	30	19	1017
5795	ENSP00000331474	2	4	15	19	714
5796	ENSP00000331479	2	0	8	1	684
5797	ENSP00000331487	3	12	9	36	1854
5798	ENSP00000331500	6	1	15	4	492
5799	ENSP00000331504	12	16	29	30	2481
5800	ENSP00000331532	13	6	22	11	1194
5801	ENSP00000331544	3	22	6	0	2877
5802	ENSP00000331556	25	6	21	6	1965
5803	ENSP00000331577	2	3	0	0	1602
5804	ENSP00000331581	3	2	24	10	972
5805	ENSP00000331608	16	11	16	12	1503
5806	ENSP00000331626	13	13	75	27	2904
5807	ENSP00000331636	10	12	12	9	2250
5808	ENSP00000331640	2	3	31	6	639
5809	ENSP00000331643	1	14	37	14	1776
5810	ENSP00000331678	11	11	15	8	2541
5811	ENSP00000331682	1	13	17	18	1902
5812	ENSP00000331720	0	6	11	15	825
5813	ENSP00000331727	10	21	35	39	3588
5814	ENSP00000331734	7	4	23	12	570
5815	ENSP00000331736	12	10	0	0	1836
5816	ENSP00000331741	5	7	36	17	1068
5817	ENSP00000331745	5	9	0	0	1092
5818	ENSP00000331746	9	2	7	3	426
5819	ENSP00000331748	0	3	0	0	1020
5820	ENSP00000331823	28	18	29	18	1008
5821	ENSP00000331849	5	3	15	8	414
5822	ENSP00000331857	21	23	64	43	2973
5823	ENSP00000331867	12	17	82	27	2523
5824	ENSP00000331879	4	9	40	10	1917
5825	ENSP00000331897	2	7	16	36	1722
5826	ENSP00000331902	8	20	33	20	5073
5827	ENSP00000331907	16	29	141	65	3573
5828	ENSP00000331915	3	7	21	11	456
5829	ENSP00000331933	4	13	0	0	1755
5830	ENSP00000331944	4	10	11	11	975
5831	ENSP00000331965	6	4	20	9	792
5832	ENSP00000331983	8	16	68	29	4275
5833	ENSP00000332013	8	15	0	1	1593
5834	ENSP00000332034	6	22	62	38	2835
5835	ENSP00000332049	6	4	5	3	987
5836	ENSP00000332062	8	13	8	7	963
5837	ENSP00000332073	5	14	34	29	1335
5838	ENSP00000332111	2	0	8	1	2943
5839	ENSP00000332116	4	11	17	23	2208
5840	ENSP00000332148	13	11	77	28	2301
5841	ENSP00000332162	3	4	12	12	507
5842	ENSP00000332164	19	45	0	0	4809
5843	ENSP00000332194	0	1	2	6	387
5844	ENSP00000332198	0	1	3	1	192
5845	ENSP00000332208	7	9	50	29	2784
5846	ENSP00000332225	2	3	7	10	495
5847	ENSP00000332247	3	17	42	32	2568
5848	ENSP00000332256	4	9	18	17	1536
5849	ENSP00000332274	1	5	0	0	519
5850	ENSP00000332296	7	5	2	1	1578
5851	ENSP00000332325	1	10	23	19	1785
5852	ENSP00000332340	4	7	42	15	1620
5853	ENSP00000332353	3	33	107	75	4500
5854	ENSP00000332369	2	9	0	0	1833
5855	ENSP00000332389	4	9	27	12	786
5856	ENSP00000332404	5	3	7	1	786
5857	ENSP00000332407	5	2	66	16	1179
5858	ENSP00000332413	2	8	0	0	2010
5859	ENSP00000332433	6	10	40	26	1476
5860	ENSP00000332454	2	26	55	82	2592
5861	ENSP00000332504	2	3	3	8	1095
5862	ENSP00000332511	3	8	0	0	1206
5863	ENSP00000332528	12	17	55	33	1686
5864	ENSP00000332530	9	3	1	1	1026
5865	ENSP00000332565	10	8	8	8	963
5866	ENSP00000332576	14	24	10	12	2832
5867	ENSP00000332591	0	10	21	23	1149
5868	ENSP00000332592	5	10	24	8	1893
5869	ENSP00000332613	4	5	22	17	828
5870	ENSP00000332615	7	3	31	7	576
5871	ENSP00000332656	5	12	58	33	1374
5872	ENSP00000332659	2	2	12	13	1080
5873	ENSP00000332663	12	29	117	54	2946
5874	ENSP00000332679	8	14	45	19	1527
5875	ENSP00000332681	4	6	28	15	1050
5876	ENSP00000332723	2	2	21	9	831
5877	ENSP00000332737	3	18	38	28	2907
5878	ENSP00000332750	11	9	0	0	1734
5879	ENSP00000332756	5	7	0	0	3423
5880	ENSP00000332757	10	11	33	16	1506
5881	ENSP00000332771	9	13	0	0	2061
5882	ENSP00000332773	6	26	73	41	2442
5883	ENSP00000332788	9	10	32	21	2397
5884	ENSP00000332790	0	3	3	5	390
5885	ENSP00000332791	1	8	4	11	1812
5886	ENSP00000332805	0	2	6	1	189
5887	ENSP00000332806	12	16	71	37	2412
5888	ENSP00000332809	38	27	149	71	3891
5889	ENSP00000332875	13	5	22	11	648
5890	ENSP00000332879	2	7	47	37	1980
5891	ENSP00000332886	46	52	113	62	6417
5892	ENSP00000332900	14	14	46	42	1653
5893	ENSP00000332963	2	5	18	9	756
5894	ENSP00000332973	0	8	0	1	1350
5895	ENSP00000332979	3	5	23	20	1554
5896	ENSP00000332983	11	6	0	0	927
5897	ENSP00000333003	11	12	57	25	1056
5898	ENSP00000333012	1	6	13	38	1188
5899	ENSP00000333018	3	4	5	3	453
5900	ENSP00000333019	11	18	0	2	1590
5901	ENSP00000333024	6	6	8	7	1143
5902	ENSP00000333041	6	4	2	0	789
5903	ENSP00000333142	6	25	47	28	2418
5904	ENSP00000333181	11	10	14	4	1296
5905	ENSP00000333203	10	12	0	0	1245
5906	ENSP00000333212	3	10	21	11	1788
5907	ENSP00000333223	6	8	44	15	2151
5908	ENSP00000333262	14	17	33	20	3021
5909	ENSP00000333266	21	10	69	33	3036
5910	ENSP00000333275	3	1	19	10	1815
5911	ENSP00000333283	10	23	28	31	2682
5912	ENSP00000333292	1	12	35	51	1680
5913	ENSP00000333298	10	17	23	18	1410
5914	ENSP00000333300	5	2	3	1	900
5915	ENSP00000333310	30	20	35	8	912
5916	ENSP00000333350	1	5	21	13	1572
5917	ENSP00000333363	25	49	291	164	14205
5918	ENSP00000333374	3	5	55	11	1650
5919	ENSP00000333376	13	8	0	0	2445
5920	ENSP00000333395	7	8	8	7	1707
5921	ENSP00000333401	1	4	17	4	618
5922	ENSP00000333433	3	0	0	0	378
5923	ENSP00000333496	3	10	19	22	1890
5924	ENSP00000333519	2	9	22	32	2136
5925	ENSP00000333539	4	2	0	0	1443
5926	ENSP00000333551	3	8	14	16	825
5927	ENSP00000333591	2	4	28	25	1248
5928	ENSP00000333593	6	8	17	18	927
5929	ENSP00000333633	14	21	7	29	2715
5930	ENSP00000333640	19	10	35	24	1626
5931	ENSP00000333657	11	16	48	27	2145
5932	ENSP00000333660	7	8	57	17	1836
5933	ENSP00000333664	1	3	17	9	1353
5934	ENSP00000333666	3	9	20	9	537
5935	ENSP00000333667	6	8	21	10	1512
5936	ENSP00000333680	3	3	17	14	810
5937	ENSP00000333685	2	7	15	12	1092
5938	ENSP00000333697	0	0	3	0	657
5939	ENSP00000333724	15	6	26	12	936
5940	ENSP00000333725	3	5	0	0	1752
5941	ENSP00000333769	20	11	1	5	1158
5942	ENSP00000333779	9	7	32	11	1389
5943	ENSP00000333800	9	3	36	16	993
5944	ENSP00000333802	3	7	37	9	1764
5945	ENSP00000333813	7	20	26	25	1464
5946	ENSP00000333821	1	4	27	23	891
5947	ENSP00000333833	1	3	5	3	702
5948	ENSP00000333836	1	10	34	48	2367
5949	ENSP00000333837	3	4	12	13	594
5950	ENSP00000333845	5	3	0	0	588
5951	ENSP00000333887	0	0	6	0	144
5952	ENSP00000333900	3	8	45	25	1671
5953	ENSP00000333915	7	6	7	7	987
5954	ENSP00000333919	4	7	12	2	867
5955	ENSP00000333920	15	19	41	16	2823
5956	ENSP00000333926	3	26	46	36	4464
5957	ENSP00000333934	3	3	26	5	1389
5958	ENSP00000333938	8	5	3	3	2289
5959	ENSP00000333942	9	10	63	20	2370
5960	ENSP00000333946	19	5	0	0	1488
5961	ENSP00000333948	0	4	8	2	408
5962	ENSP00000333952	2	4	12	5	354
5963	ENSP00000333980	17	13	51	14	2340
5964	ENSP00000333984	15	7	52	10	2190
5965	ENSP00000333993	0	2	4	5	315
5966	ENSP00000334002	17	9	4	2	2022
5967	ENSP00000334003	5	16	37	23	2847
5968	ENSP00000334037	3	11	0	0	1143
5969	ENSP00000334040	4	7	56	21	2547
5970	ENSP00000334042	4	1	1	0	339
5971	ENSP00000334044	4	1	14	12	522
5972	ENSP00000334050	7	6	28	12	942
5973	ENSP00000334051	18	20	1	11	1446
5974	ENSP00000334072	4	3	6	3	582
5975	ENSP00000334100	2	17	0	0	2289
5976	ENSP00000334122	3	4	24	12	717
5977	ENSP00000334128	0	8	15	20	1116
5978	ENSP00000334134	0	4	27	8	705
5979	ENSP00000334140	0	5	12	5	1326
5980	ENSP00000334145	10	5	21	4	888
5981	ENSP00000334153	7	11	3	0	1920
5982	ENSP00000334198	40	79	249	208	7212
5983	ENSP00000334216	3	6	27	22	873
5984	ENSP00000334223	7	9	23	14	1458
5985	ENSP00000334246	9	4	10	0	1521
5986	ENSP00000334267	5	0	12	17	906
5987	ENSP00000334289	13	4	5	1	801
5988	ENSP00000334294	1	3	9	7	1596
5989	ENSP00000334300	2	13	49	20	1305
5990	ENSP00000334308	20	18	0	0	2925
5991	ENSP00000334314	2	23	0	0	2616
5992	ENSP00000334329	2	23	82	46	2862
5993	ENSP00000334373	0	1	8	10	1563
5994	ENSP00000334375	13	11	0	0	2439
5995	ENSP00000334379	29	28	115	45	7059
5996	ENSP00000334382	2	2	0	10	1188
5997	ENSP00000334415	2	0	0	0	402
5998	ENSP00000334430	6	1	0	0	528
5999	ENSP00000334441	8	6	28	7	927
6000	ENSP00000334463	0	1	0	0	591
6001	ENSP00000334474	8	21	38	57	3495
6002	ENSP00000334538	1	3	21	11	1878
6003	ENSP00000334564	4	7	2	1	1602
6004	ENSP00000334592	2	8	21	11	1503
6005	ENSP00000334611	15	12	3	2	1278
6006	ENSP00000334642	7	15	58	34	3462
6007	ENSP00000334650	7	14	35	14	1152
6008	ENSP00000334657	0	15	0	0	2277
6009	ENSP00000334675	12	17	1	2	3750
6010	ENSP00000334714	18	32	100	50	11172
6011	ENSP00000334767	4	2	32	10	1029
6012	ENSP00000334785	0	4	5	6	642
6013	ENSP00000334798	7	5	60	13	1404
6014	ENSP00000334805	7	8	26	15	768
6015	ENSP00000334808	5	7	0	0	2478
6016	ENSP00000334813	6	8	6	4	1038
6017	ENSP00000334836	7	10	39	13	3489
6018	ENSP00000334849	5	9	66	34	1542
6019	ENSP00000334851	0	2	8	9	837
6020	ENSP00000334853	4	3	26	17	1884
6021	ENSP00000334854	9	4	52	23	1236
6022	ENSP00000334872	2	3	6	5	183
6023	ENSP00000334876	4	8	32	24	1689
6024	ENSP00000334910	6	6	23	31	2823
6025	ENSP00000334928	39	27	84	64	6648
6026	ENSP00000334934	17	7	35	9	930
6027	ENSP00000334941	5	21	50	43	4434
6028	ENSP00000334952	8	23	107	38	3972
6029	ENSP00000334958	14	25	106	40	4818
6030	ENSP00000334974	4	4	17	8	765
6031	ENSP00000334996	8	6	49	30	1764
6032	ENSP00000335024	3	8	37	19	1266
6033	ENSP00000335029	8	21	35	45	2631
6034	ENSP00000335038	5	3	7	8	855
6035	ENSP00000335040	15	11	1	0	2160
6036	ENSP00000335042	15	4	50	21	1389
6037	ENSP00000335044	6	14	83	53	5508
6038	ENSP00000335055	11	10	0	1	1587
6039	ENSP00000335060	2	7	20	16	1113
6040	ENSP00000335074	2	2	10	2	351
6041	ENSP00000335076	1	5	5	4	645
6042	ENSP00000335083	0	6	9	25	1905
6043	ENSP00000335091	0	2	4	7	891
6044	ENSP00000335147	2	5	14	4	477
6045	ENSP00000335191	0	6	11	8	1206
6046	ENSP00000335193	2	16	0	0	2658
6047	ENSP00000335196	7	11	38	23	1653
6048	ENSP00000335203	0	1	4	0	318
6049	ENSP00000335247	3	2	0	0	873
6050	ENSP00000335255	2	4	40	11	1164
6051	ENSP00000335285	1	6	16	18	714
6052	ENSP00000335292	0	2	6	0	384
6053	ENSP00000335304	1	10	16	5	1359
6054	ENSP00000335306	7	2	21	17	915
6055	ENSP00000335320	8	26	99	80	4656
6056	ENSP00000335321	0	10	8	31	4107
6057	ENSP00000335325	17	4	39	15	3237
6058	ENSP00000335357	1	0	6	3	636
6059	ENSP00000335371	2	7	26	14	3399
6060	ENSP00000335384	9	1	24	14	1167
6061	ENSP00000335437	9	4	38	13	1737
6062	ENSP00000335463	50	28	34	14	7026
6063	ENSP00000335481	12	10	32	11	1341
6064	ENSP00000335557	8	4	29	15	1236
6065	ENSP00000335560	2	5	32	15	1857
6066	ENSP00000335578	13	5	29	10	960
6067	ENSP00000335592	0	6	13	20	1386
6068	ENSP00000335595	4	11	15	12	1788
6069	ENSP00000335605	2	3	3	8	645
6070	ENSP00000335614	2	15	19	29	3831
6071	ENSP00000335615	3	13	68	21	3402
6072	ENSP00000335623	23	17	34	17	2937
6073	ENSP00000335628	3	1	0	0	1062
6074	ENSP00000335632	3	1	1	2	585
6075	ENSP00000335636	0	4	5	7	534
6076	ENSP00000335651	16	12	49	35	2250
6077	ENSP00000335655	1	12	40	32	3096
6078	ENSP00000335675	0	1	7	5	567
6079	ENSP00000335808	1	6	3	5	762
6080	ENSP00000336127	2	13	29	43	2742
6081	ENSP00000336524	4	4	0	0	2109
6082	ENSP00000336528	5	11	0	0	1461
6083	ENSP00000336587	1	12	30	9	1395
6084	ENSP00000336655	2	9	5	0	1335
6085	ENSP00000336661	2	14	45	21	1677
6086	ENSP00000336666	0	5	6	11	738
6087	ENSP00000336693	2	5	0	0	1086
6088	ENSP00000336712	0	12	12	24	2694
6089	ENSP00000336724	21	23	1	3	1632
6090	ENSP00000336729	1	14	41	26	1716
6091	ENSP00000336733	2	8	15	13	906
6092	ENSP00000336741	1	11	11	18	2385
6093	ENSP00000336750	0	2	16	9	1242
6094	ENSP00000336764	6	21	0	0	1110
6095	ENSP00000336775	15	30	27	7	4695
6096	ENSP00000336783	5	22	0	0	5913
6097	ENSP00000336790	3	8	0	0	1056
6098	ENSP00000336799	0	13	1	14	1374
6099	ENSP00000336800	1	14	53	37	1857
6100	ENSP00000336817	10	6	25	7	1038
6101	ENSP00000336829	9	8	6	0	1383
6102	ENSP00000336831	8	5	0	0	1893
6103	ENSP00000336842	8	14	28	16	1956
6104	ENSP00000336861	26	18	44	25	3129
6105	ENSP00000336866	1	1	13	3	801
6106	ENSP00000336868	0	2	2	2	480
6107	ENSP00000336887	0	6	7	2	921
6108	ENSP00000336888	46	45	2	1	2316
6109	ENSP00000336894	0	6	0	0	1482
6110	ENSP00000336923	3	13	70	41	2358
6111	ENSP00000336931	1	0	4	6	993
6112	ENSP00000336984	5	8	15	5	921
6113	ENSP00000336994	8	21	0	0	2136
6114	ENSP00000337008	6	11	0	0	4104
6115	ENSP00000337014	0	5	2	1	1278
6116	ENSP00000337040	0	4	10	7	744
6117	ENSP00000337053	2	13	31	18	2382
6118	ENSP00000337065	0	1	0	0	333
6119	ENSP00000337081	20	13	0	0	2739
6120	ENSP00000337088	1	11	0	0	1860
6121	ENSP00000337103	16	17	6	1	2322
6122	ENSP00000337122	6	10	23	18	1824
6123	ENSP00000337128	3	6	15	10	714
6124	ENSP00000337146	1	5	0	0	1830
6125	ENSP00000337159	20	19	95	39	4617
6126	ENSP00000337168	3	15	0	0	2763
6127	ENSP00000337194	6	15	0	0	3024
6128	ENSP00000337224	7	4	0	0	711
6129	ENSP00000337226	4	10	23	13	723
6130	ENSP00000337261	29	24	0	0	3276
6131	ENSP00000337289	5	4	15	8	867
6132	ENSP00000337332	2	10	0	0	1065
6133	ENSP00000337335	4	3	25	13	1626
6134	ENSP00000337353	9	15	0	0	1824
6135	ENSP00000337354	6	5	18	11	1197
6136	ENSP00000337358	3	10	0	3	1401
6137	ENSP00000337363	9	2	27	21	2025
6138	ENSP00000337368	16	16	58	28	2376
6139	ENSP00000337383	7	22	0	0	3207
6140	ENSP00000337432	1	5	22	7	597
6141	ENSP00000337439	7	13	59	41	2511
6142	ENSP00000337443	3	15	0	0	1494
6143	ENSP00000337445	12	7	61	28	2478
6144	ENSP00000337446	3	4	23	19	1797
6145	ENSP00000337451	6	19	59	39	2949
6146	ENSP00000337452	0	8	0	0	987
6147	ENSP00000337473	11	17	25	22	1710
6148	ENSP00000337477	0	2	2	2	663
6149	ENSP00000337501	9	1	17	9	843
6150	ENSP00000337510	7	11	63	16	2139
6151	ENSP00000337513	4	3	22	7	708
6152	ENSP00000337572	7	19	5	0	3732
6153	ENSP00000337618	0	4	0	0	1080
6154	ENSP00000337623	1	4	14	7	999
6155	ENSP00000337632	0	2	0	0	648
6156	ENSP00000337675	0	2	0	0	909
6157	ENSP00000337688	1	0	13	10	1200
6158	ENSP00000337691	25	20	78	37	1647
6159	ENSP00000337701	4	8	40	28	1554
6160	ENSP00000337724	4	12	26	25	1944
6161	ENSP00000337731	3	2	0	0	657
6162	ENSP00000337732	0	7	19	10	1419
6163	ENSP00000337733	6	13	0	0	879
6164	ENSP00000337746	6	14	12	19	1914
6165	ENSP00000337797	13	30	2	3	2769
6166	ENSP00000337804	3	10	41	13	6696
6167	ENSP00000337825	1	8	15	13	1689
6168	ENSP00000337838	10	9	0	0	3597
6169	ENSP00000337850	4	6	26	22	1308
6170	ENSP00000337852	1	3	0	0	510
6171	ENSP00000337854	22	19	19	18	2028
6172	ENSP00000337862	2	4	7	8	801
6173	ENSP00000337889	0	3	9	14	747
6174	ENSP00000337907	3	5	0	0	1728
6175	ENSP00000337915	19	5	10	2	1539
6176	ENSP00000337946	0	6	12	15	888
6177	ENSP00000337949	4	18	6	5	1560
6178	ENSP00000337972	9	14	0	0	1830
6179	ENSP00000337991	8	8	55	16	2055
6180	ENSP00000338010	4	12	35	21	1614
6181	ENSP00000338019	0	6	11	7	1035
6182	ENSP00000338030	5	7	12	12	1110
6183	ENSP00000338034	0	1	10	6	621
6184	ENSP00000338039	4	5	0	0	1020
6185	ENSP00000338093	8	11	48	21	2433
6186	ENSP00000338157	9	8	17	23	2019
6187	ENSP00000338164	10	4	1	2	696
6188	ENSP00000338165	3	7	10	15	1515
6189	ENSP00000338171	5	5	10	7	1077
6190	ENSP00000338173	1	5	26	23	3195
6191	ENSP00000338185	0	16	9	2	3648
6192	ENSP00000338186	0	4	0	0	1398
6193	ENSP00000338191	1	9	19	13	1620
6194	ENSP00000338207	0	2	9	2	576
6195	ENSP00000338235	4	3	32	14	1836
6196	ENSP00000338272	0	3	1	3	924
6197	ENSP00000338276	1	9	6	6	747
6198	ENSP00000338283	1	11	44	36	2676
6199	ENSP00000338290	7	13	39	19	2139
6200	ENSP00000338330	2	3	7	3	1758
6201	ENSP00000338343	0	8	0	0	870
6202	ENSP00000338345	0	1	6	2	420
6203	ENSP00000338348	0	6	2	10	495
6204	ENSP00000338413	4	12	0	0	3174
6205	ENSP00000338481	17	9	4	3	3222
6206	ENSP00000338487	4	9	0	0	1911
6207	ENSP00000338512	4	12	0	1	3990
6208	ENSP00000338523	9	19	0	0	3618
6209	ENSP00000338532	0	4	24	18	1344
6210	ENSP00000338562	1	0	0	0	963
6211	ENSP00000338573	3	11	12	6	1764
6212	ENSP00000338607	1	5	12	8	624
6213	ENSP00000338624	3	4	8	20	1260
6214	ENSP00000338629	4	31	77	77	4893
6215	ENSP00000338648	9	7	0	0	717
6216	ENSP00000338671	0	2	1	3	2088
6217	ENSP00000338703	0	7	0	0	1575
6218	ENSP00000338727	6	5	30	7	2232
6219	ENSP00000338728	3	24	24	27	5616
6220	ENSP00000338769	5	10	12	19	2715
6221	ENSP00000338783	10	7	43	21	1233
6222	ENSP00000338785	3	28	90	59	3339
6223	ENSP00000338807	6	10	16	11	2298
6224	ENSP00000338812	3	10	0	0	834
6225	ENSP00000338814	3	11	0	0	1464
6226	ENSP00000338860	0	10	16	12	990
6227	ENSP00000338862	5	7	22	7	1092
6228	ENSP00000338864	15	12	0	0	1833
6229	ENSP00000338885	21	24	28	16	2187
6230	ENSP00000338927	2	6	0	0	1401
6231	ENSP00000338964	0	11	28	27	2055
6232	ENSP00000338967	11	14	4	4	2922
6233	ENSP00000338990	0	5	2	4	681
6234	ENSP00000339001	0	2	0	10	1572
6235	ENSP00000339017	1	5	10	9	1164
6236	ENSP00000339063	0	6	5	4	1404
6237	ENSP00000339067	6	3	22	6	774
6238	ENSP00000339090	4	6	2	0	966
6239	ENSP00000339115	26	37	145	94	3075
6240	ENSP00000339136	0	3	0	0	699
6241	ENSP00000339145	3	18	35	32	2346
6242	ENSP00000339155	3	3	0	0	834
6243	ENSP00000339179	8	6	29	7	1014
6244	ENSP00000339182	14	30	0	0	3750
6245	ENSP00000339186	1	10	18	10	990
6246	ENSP00000339191	0	5	1	2	534
6247	ENSP00000339208	0	10	40	16	2778
6248	ENSP00000339238	6	6	17	8	762
6249	ENSP00000339251	0	2	0	0	297
6250	ENSP00000339280	11	9	0	0	2460
6251	ENSP00000339299	3	50	102	122	9294
6252	ENSP00000339314	2	12	28	22	1338
6253	ENSP00000339328	7	6	0	0	1080
6254	ENSP00000339340	1	7	15	10	780
6255	ENSP00000339374	6	11	11	3	1011
6256	ENSP00000339384	3	1	6	6	351
6257	ENSP00000339389	6	5	6	7	864
6258	ENSP00000339398	2	5	42	14	768
6259	ENSP00000339404	1	3	0	0	1398
6260	ENSP00000339449	9	12	8	3	1860
6261	ENSP00000339467	1	3	7	11	573
6262	ENSP00000339479	3	11	0	0	1782
6263	ENSP00000339484	18	4	7	1	2181
6264	ENSP00000339495	3	14	18	46	2241
6265	ENSP00000339524	4	7	18	13	1086
6266	ENSP00000339532	2	5	0	0	1521
6267	ENSP00000339566	1	9	86	37	639
6268	ENSP00000339585	1	2	5	9	1554
6269	ENSP00000339587	12	21	39	9	1494
6270	ENSP00000339613	3	15	2	3	1326
6271	ENSP00000339626	1	6	12	7	1050
6272	ENSP00000339659	1	12	1	0	2313
6273	ENSP00000339681	0	3	0	0	792
6274	ENSP00000339692	5	4	48	18	963
6275	ENSP00000339730	4	16	62	42	2886
6276	ENSP00000339754	0	3	0	0	603
6277	ENSP00000339764	12	8	0	0	3207
6278	ENSP00000339767	10	11	0	0	2022
6279	ENSP00000339787	3	6	0	0	2247
6280	ENSP00000339802	6	12	37	9	1542
6281	ENSP00000339804	5	3	2	3	504
6282	ENSP00000339813	4	14	11	21	1170
6283	ENSP00000339820	1	8	0	0	774
6284	ENSP00000339823	13	9	0	0	2535
6285	ENSP00000339824	19	24	2	2	2772
6286	ENSP00000339826	3	15	47	38	2415
6287	ENSP00000339830	6	5	9	5	480
6288	ENSP00000339834	5	9	24	11	1017
6289	ENSP00000339844	5	5	0	0	924
6290	ENSP00000339850	7	22	45	57	1809
6291	ENSP00000339881	1	15	28	27	2625
6292	ENSP00000339883	3	9	0	0	1845
6293	ENSP00000339906	7	5	33	18	1053
6294	ENSP00000339916	21	18	0	0	2232
6295	ENSP00000339917	0	1	5	2	831
6296	ENSP00000339918	15	5	28	12	2382
6297	ENSP00000339933	3	6	34	9	1722
6298	ENSP00000339958	8	33	0	0	4515
6299	ENSP00000339976	3	3	7	1	1350
6300	ENSP00000339992	3	5	0	0	2307
6301	ENSP00000340004	2	5	19	7	1701
6302	ENSP00000340017	1	10	29	21	1203
6303	ENSP00000340088	4	5	2	2	1314
6304	ENSP00000340125	0	2	19	7	465
6305	ENSP00000340132	1	1	0	0	1425
6306	ENSP00000340176	0	0	0	1	657
6307	ENSP00000340220	0	9	18	17	1347
6308	ENSP00000340243	1	5	0	0	1419
6309	ENSP00000340271	14	11	34	21	2841
6310	ENSP00000340274	0	1	0	0	549
6311	ENSP00000340279	3	8	13	6	1965
6312	ENSP00000340292	4	6	12	19	1284
6313	ENSP00000340296	2	1	21	5	1440
6314	ENSP00000340299	6	7	7	0	1470
6315	ENSP00000340328	7	10	10	8	1491
